name,brand,ingredients
Discipline Smoothing Shampoo, Kérastase,"Surface Protector, High Precision Care Agent, Softening Agents, Lipid Agents, Water, Sodium Cocoyl Isethionate, Sodium Lauryl Sulfoacetate, Disodium Laureth Sulfosuccinate, Sodium Lauroyl Sarcosinate, Glycol Distearate, Cocamidopropyl Betaine, Glycereth-26, Decyl Glucoside, Hydrogenated Coconut Acid, Coco-Betaine, Ppg-5-Ceteth-20, Sodium Benzoate, Divinyldimethicone/Dimethicone Copolymer, Sodium Chloride, Polyquaternium-7, Amodimethicone, Polyquaternium-10, Sodium Isethionate, Salicylic Acid, Peg-55 Propylene Glycol Oleate, Propylene Glycol, Carbomer, C11-15 Pareth-7, Benzoic Acid, Arginine, Glutamic Acid, Benzyl Salicylate, Laureth-9, Benzyl Alcohol, Glycerin, Serine, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Trideceth-12, C12-13 Pareth-23, 2-Oleamido-1,3-Octadecanediol, Linalool, Alpha-Isomethyl Ionone, C12-13 Pareth-3, Sodium Hydroxide, Citric Acid, Fragrance."
Specifique Bain Prevention, Kérastase,"Système ProActif (a combination of three active ingredients),  Antibacterial Agent,  Soothing Agent,  Regulating Agent, Water, Sodium Laureth, Sulfate, Laureth-5 Carboxylic Acid, Propylene Glycol, Ceteareth-60, Myristyl Glycol, Sodium Chloride, Sodium Benzoate, Sodium Hydroxide, Hydroxycitronellal, Sodium Acetate, Polyquaternium-10, Salicylic Acid, Linalool, Benzyl Alcohol, Isopropyl Alcohol, Piroctone Olamine, Tartaric Acid, Citronellol, Citric Acid, Hexylene Glycol, Hexyl Cinnamal, Glycyrrhetinic Acid, Fragrance."
Blond Absolu Moisturizing Cream Shampoo for Very Damaged Blonde Hair, Kérastase,"Hyaluronic Acid, Edelweiss Flower, Aqua / Water / Eau, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Cetearyl Alcohol, Ammonium Lauryl Sulfate, Sodium Chloride, Parfum / Fragrance, Bis(C13-15 Alkoxy) Pg-Amodimethicone, Sodium Benzoate, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Salicylic Acid, Polyquaternium-7, Citric Acid, Limonene, Caprylyl Glycol, Benzoic Acid, Peg-30 Dipolyhydroxystearate, Trideceth-6, Helianthus Annuus Seed Oil / Sunflower Seed Oil, Linalool, Sodium Hyaluronate, Tocopherol, Leontopodium Alpinum Flower/Leaf Extract."
Curl Manifesto Curl Refreshing & Restyling Spray, Kérastase,"Manuka Honey, Ceramides, Aqua/Water/Eau, Cocos Nucifera Oil/Coconut Oil, Amodimethicone, Polyquaternium-37, Phenoxyethanol, Propylene Glycol Dicaprylate/Dicaprate, Sodium Hydroxide, Dimethicone Peg-7 Phosphate, Ppg-1 Trideceth-6, Benzyl Salicylate, Trideceth-6, Behentrimonium Chloride, Xylose, Linalool, Ethylhexylglycerin, Benzyl Alcohol, Glycerin, Sorbitan Oleate, Isopropyl Alcohol, Cetrimonium Chloride, Hydrolyzed Vegetable Protein Pg-Propyl Silanetriol, Mel Extract/Honey Extract, 2-Oleamido-1,3-Octadecanediol, Potassium Sorbate, Tocopherol, Citric Acid, Parfum/Fragrance."
Nutritive Mask for Severely Dry Hair, Kérastase,"Benzoin Resin, Iris Root Extract, Ceramides, Water, Cetearyl Alcohol, Behentrimonium Chloride, Glycerin, Amodimethicone, Cetyl Esters, Isopropyl Alcohol, Methylparaben, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Trideceth-6, Glyceryl Linoleate, Chlorhexidine Digluconate, Helianthus Annuus Seed Oil / Sunflower Seed Oil, Glyceryl Oleate, Cetrimonium Chloride, Linalool, Benzyl Alcohol, Hydroxycitronellal, Hexyl Cinnamal, Citronellol, Alpha-Isomethyl Ionone, Geraniol, Coumarin, Phenoxyethanol, Safflower Glucoside, Iris Florentina / Iris Florentina Root Extract, Glyceryl Linolenate, Fragrance."
Curl Manifesto Hydrating Leave-In Cream for Curly Hair, Kérastase,"Manuka Honey, Ceramides, Aqua/Water/Eau, Glycerin, Cetearyl Alcohol, Helianthus Annuus Seed Oil/Sunflower Seed Oil, Hydroxypropyl Guar, Stearamidopropyl Dimethylamine, Cetyl Esters, Caprylyl Glycol, Glyceryl Stearate, Salicylic Acid, Benzyl Salicylate, Linalool, Benzyl Alcohol, Tartaric Acid, Mel Extract/Honey Extract, 2-Oleamido-1,3-Octadecanediol, Citric Acid, Parfum/Fragrance."
Blond Absolu Anti-Brass Purple Hair Mask, Kérastase,"Hyaluronic Acid, Edelweiss Flower, UltraViolet Neutralizers, Aqua / Water / Eau, Cetearyl Alcohol, Paraffinum Liquidum / Mineral Oil / Huile Minerale, Dipalmitoylethyl Hydroxyethylmonium Methosulfate, Cetyl Esters, Parfum / Fragrance, Cetrimonium Chloride, Citric Acid, Sodium Benzoate, Sodium Hydroxide, Caprylyl Glycol, Salicylic Acid, Ci 60730 / Acid Violet 43, Limonene, Glycerin, Sodium Hyaluronate, Tocopherol, Ci 45100 / Acid Red 52, Leontopodium Alpinum Flower/Leaf Extract, Malva Sylvestris Flower Extract / Mallow Flower Extract, Potassium Sorbate."
Specifique Shampoo for Sensitive Scalp, Kérastase,"Calophyllum Oil, Piroctone, Glycerin, Menthol, Water, Sodium Laureth Sulfate, Citric Acid, Cocamidopropyl Betaine, Glycerin, Peg-55 Propylene Glycol Oleate, Propylene Glycol, Alcohol Denat., Ammonium Hydroxide, Hexylene Glycol, Sodium Chloride, Sodium Benzoate, Peg-60 Hydrogenated Castor Oil, Glyceryl Laurate, Sodium Methylparaben, Salicylic Acid, Ethylparaben, Polyquaternium-10, Niacinamide, Menthoxypropanediol, Piroctone Olamine, Helianthus Annuus Seed Oil / Sunflower Seed Oil, Calophyllum Inophyllum Seed Oil, Sodium Acetate, Isopropyl Alcohol, Ci 42090 / Blue 1, Tocopherol, Magnesium Nitrate, Rosmarinus Officinalis (Rosemary) Extract, Methylchloroisothiazolinone, Magnesium Chloride, Methylisothiazolinone, Sodium Hydroxide, Fragrance."
Chronologiste Youth Revitalizing Blow-dry Care, Kérastase,"Hyaluronic Acid, Vitamin E, Abyssine, Aqua/Water/Eau, Cera Alba/Beeswax/Cire Dabeille, Dimethicone, Isopropyl Myristate, Phenoxyethanol, Hydroxypropyl Guar, Peg-40 Hydrogenated Castor Oil, Triethanolamine, Hydroxyethylcellulose, Caprylyl Glycol, Dimethiconol, Peg-30 Glyceryl Stearate, Hydrogenated Styrene/Butadiene Copolymer, Ethylhexylglycerin, Benzyl Salicylate, Hexyl Cinnamal, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Benzyl Alcohol, Disodium Stearoyl Glutamate, Limonene, Citronellol, Tocopherol, Bisabolol, Sodium Hyaluronate, Safflower Glucoside, Geraniol, Hydroxycitronellal, Coumarin, Butylene Glycol, Peg-30 Dipolyhydroxystearate, Trideceth-6, Linalool, Farnesol, Alteromonas Ferment Extract, Sodium Citrate, Parfum/Fragrance, C243628/1."
FUSIO SCRUB Soothing Scalp Scrub, Kérastase,"Sweet Orange Peel, Jojoba, Madecassoside, Aqua / Water / Eau, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Cocamide Mea, Glycerin, Hydrogenated Castor Oil, Acrylates Copolymer, Cocamide Mipa, Sodium Citrate, Citrus Aurantium Dulcis Peel Powder / Orange Peel Powder, Sodium Hydroxide, Hexylene Glycol, Sodium Chloride, Sodium Benzoate, Citric Acid, Peg-55 Propylene Glycol Oleate, Propylene Glycol, Salicylic Acid, Hydrogenated Jojoba Oil, Calcium Pantothenate, Polyquaternium-10, Madecassoside, Ci 42090 / Blue 1, Parfum / Fragrance."
Resistance Heat Protecting Leave-In Treatment for Split Ends, Kérastase,"CreatineR, Ceramides, Taurine, Water, Isopropyl Myristate, Dimethicone, Triethanolamine, Amodimethicone, Phenoxyethanol, Carbomer, Polyquaternium-4, Potato Starch Modified, Hydroxypropyl Guar, Behentrimonium Chloride, Trideceth-6, Amyl Cinnamal, Hexyl Cinnamal, Isopropyl Alcohol, Benzyl Alcohol, Linalool, Hydroxycitronellal, Cetrimonium Chloride, Citronellol, Limonene, Benzyl Cinnamate, Creatine, 2-Oleamido-1,3-Octadecanediol, Taurine, Parfum, Fragrance."
Discipline Oleo-Relax Anti-Frizz Hair Oil Serum, Kérastase,"Virgin Coconut Oil, Shorea Butter, Rosa Canina Fruit Oil, Cyclopentasiloxane, Dimethiconol, C12-15 Alkyl Benzoate, Cocos Nucifera Oil / Coconut Oil, Tocopherol, Eugenol, Benzyl Salicylate, Benzyl Alcohol, Linalool, Caprylic/Capric Glycerides, Geraniol, Rosa Canina Flower Extract, Citronellol, Plukenetia Volubilis Seed Oil, Parfum / Fragrance."
Resistance Strengthening Hair Mask for Extremely Damaged Hair, Kérastase,"GlucoPeptide, Wheat Protein Derivative, Native Plant Cells, Water, Cetearyl Alcohol, Paraffinum Liquidum / Mineral Oil, Orbignya Oleifera Seed Oil, Dipalmitoylethyl Hydroxyethylmonium Methosulfate, Fragrance, Cetyl Esters, Cetrimonium Chloride, Caprylyl Glycol, Linalool, Citric Acid, 2-Oleamido-1,3-Octadecanediol, Citronellol, Bht, Glycine, Arginine, Proline, Tyrosine, Glutamic Acid, Geraniol, Serine, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Benzyl Alcohol, Safflower Glucoside, Isoeugenol, Glycerin, Trehalose, Tamarindus Indica Seed Polysaccharide, Myrothamnus Flabellifolia Leaf Extract."
Resistance Strengthening Hair Mask for Damaged Hair, Kérastase,"ProKeratine Complex, Ceramides, Resurrection Plant Sap, Water, Sodium Laureth Sulfate, Disodium Cocoamphodiacetate, Glycol Distearate, Sodium Laureth-8 Sulfate, Hexylene Glycol, Sodium Chloride, Sodium Benzoate, Sodium Methylparaben, Magnesium Laureth-8 Sulfate, Magnesium Laureth Sulfate, Sodium Oleth Sulfate, Hydroxypropyl Guar Hydroxypropyl Trimonium Chloride, Alcohol Denat, Polyquaternium-30, Salicylic Acid, Ethylparaben, Carbomer, Magnesium Oleth Sulfate, Butylphenyl Methylpropional, Amyl Cinnamal, Benzyl Alcohol, Hexyl Cinnamal, Methylparaben, Linalool, Benzyl Salicylate, 2-Oleamido-1,3-Octadecanediol, Limonene, Citronellol, Cetyl Alcohol, Glycerin, Behentrimonium Methosulfate, Quaternium-33, Trehalose, Tamarindus Indica Seed Polysaccharide, Myrothamnus Flabellifolia Leaf Extract, Citric Acid, Sodium Hydroxide, Fragrance."
Nutritive Mask for Dry Fine Hair, Kérastase,"Glucose, Lipids, Iris Rhizome Extract, Water, Cetearyl Alcohol, Behentrimonium Chloride, Cetyl Esters, Phenoxyethanol, Amodimethicone, Isopropyl Alcohol, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Glyceryl Linoleate, Citric Acid, Chlorhexidine Digluconate, Trideceth-6, Glyceryl Oleate, Linalool, Benzyl Alcohol, Hydroxycitronellal, Hexyl Clnnamal, Cltronellol, Alpha-Isomethyl Ionone, Geraniol, Coumarin, Safflower Glucoside, Cetrimonium Chloride, Iris Florentina / Iris Florentina Root Extract, Glyceryl Linolenate, Fragrance."
Discipline Oleo-Relax Anti-Frizz Shampoo, Kérastase,"Virgin Coconut Oil, Shorea Butter, Rosa Canina Fruit Oil, Aqua/Water. Sodium Laureth Sulfate. Coco-Betaine. Laureth-5 Carboxylic Acid. Cocamide Mipa. Imodimethicone. Sodium Chloride. Polyquaternium-10. Ppg-5-Ceteth-20. Sodium Benzoate. Benzophenone-4. Peg-55 Propylene Glycol Oleate. Propylene Glycol. Salicylic Acid. Sodium Hydroxide. Benzyl Salicylate. Benzyl Alcohol. Citronellol. Linalool. Methyl Cocoate. Geraniol. Sodium Cocoate. Shorea Robusta Butter. Shorea Robusta Seed Butter. Ci 19140/Yellow 5. Ci 14700/Red 4. Citric Acid. Parfum/Fragrance."
Chronologist Youth Revitalizing Purifying Pre-Shampoo, Kérastase,"Charcoal, Hyaluronic Acid, Abyssine, Aqua / Water / Eau, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Glycerin, Cocamide Mea, Acrylates Copolymer, Sodium Citrate, Cocamide Mipa, Hexylene Glycol, Sodium Hydroxide, Argania Spinosa Shell Powder, Sodium Chloride, Citric Acid, Sodium Benzoate, Polyquaternium-10, Peg-55 Propylene Glycol Oleate, Propylene Glycol, Salicylic Acid, Charcoal Powder, Benzyl Salicylate, Hexyl Cinnamal, Benzyl Alcohol, Limonene, Butylene Glycol, Ci 77000 / Aluminum Powder, Citronellol, Geraniol, Polyglycerin-10, Polyglyceryl-10 Myristate, Polyglyceryl-10 Stearate, Tocopherol, Bisabolol, 2-Oleamido-1,3-Octadecanediol, Safflower Glucoside, Hydroxycitronellal, Ci 77499 / Iron Oxides, Silica, Sodium Dehydroacetate, Sodium Hyaluronate, Hydrolyzed Pearl, Alteromonas Ferment Extract, Potassium Sorbate, Sorbic Acid, Bht, Parfum / Fragrance."
Densifique Bodifying Shampoo for Men, Kérastase,"Hyaluronic Acid, GlucoPeptide, Ceramide, Intracylane, Water, Sodium Laureth Sulfate, Coco-Glucoside, Sodium Chloride, Glycerin, Glycol Distearate, Cocamide Mipa, Ppg-5-Ceteth-20, Sodium Benzoate, Carbomer, Salicylic Acid, Polysilicone-8, Hexyl Cinnamal, Arginine, Glutamic Acid, Polyquaternium-16, Linalool, Citronellol, Serine, Alpha-Isomethyl Ionone, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Isopropanolamine, Aminomethyl Propanol, Sodium Hyaluronate, 2-Oleamido-1,3-Octadecanediol, Safflower Glucoside, Geraniol, Sodium Hydroxide, Citric Acid, Fragrance."
Elixir Ultime Hydrating Hair Mask, Kérastase,"Marula Oil, Camellia Oil, Argan Oil, Aqua/Water, Cetearyl Alcohol, Glycerin, Quaternium-87, Hydrogenated Polyisobutene, Behentrimonium Chloride, Cetyl Esters, Propylene Glycol, Phenoxyethanol, Hydroxyethylcellulose, Mica, Isopropyl Alcohol, Caprylyl Glycol, Zea Mays/Corn Germ Oil, Argania Spinosa Oil/Argania Spinosa Kernel Oil, Camellia Oleifera Seed Oil, Pentaclethra Macroloba Oil/Pentaclethra Macroloba Seed Oil, Ci 77891/Titanium Dioxide, Linalool, Alpha-Isomethyl Ionone, Limonene, Citric Acid, Caramel, Ci 19140/Yellow 5, Ci 17200/Red 33, Parfum/Fragrance."
Nutritive Shampoo for Normal to Dry Hair, Kérastase,"Glucose, Lipids, Iris Rhizome Extract, Water, Sodium Laureth Sulfate, Coco-Betaine, Dimethicone, Sodium Chloride, Cyclodextrin, Ppg-5-Ceteth-20, Sodium Benzoate, Salicylic Acid, Polyquaternium-6, Carbomer, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Linalool, Limonene, Glyceryl Linoleate, Glyceryl Oleate, Safflower Glucoside, Butylphenyl Methylpropional, Citronellol, Iris Florentina / Iris Florentina Root Extract, Glyceryl Linolenate, Sodium Hydroxide, Citric Acid, Fragrance."
Genesis Homme Strengthening Shampoo for Men, Kérastase,"Creatine, Ginger Root Extract, Expanding Polymers, Aqua / Water / Eau, Sodium Laureth Sulfate, Sodium Lauryl Sulfate, Sodium Chloride, Cocamide Mea, Sodium Benzoate, Sodium Hydroxide, Citric Acid, Hexylene Glycol, Salicylic Acid, Limonene, Creatine, Menthoxypropanediol, Linalool, Benzyl Salicylate, Coumarin, Zingiber Officinale Root Extract / Ginger Root Extract, Citral, Benzyl Alcohol, Citronellol, Ci 42090 / Blue 1, Ci 17200 / Red 33, Ci 19140 / Yellow 5, Parfum / Fragrance."
Anti-Breakage Fortifying Treatment Ampoules, Kérastase,"One and A HalfPercent Aminexil, Ginger Root, Arginine, Aqua / Water / Eau, Alcohol Denat, Diaminopyrimidine Oxide, Ammonium Polyacryloyldimethyl Taurate, Aminomethyl Propanol, Citric Acid, Peg-40 Hydrogenated Castor Oil, Piroctone Olamine, Caffeine, Arginine, Limonene, Niacinamide, Pyridoxine Hcl, Rhamnose, Linalool, Safflower Glucoside, Benzyl Salicylate, Coumarin, Glycerin, Citral, Benzyl Alcohol, Xylitylglucoside, Citronellol, Benzyl Benzoate, Anhydroxylitol, Xylitol, Zingiber Officinale Root Extract / Ginger Root Extract, Resveratrol, Tocopherol, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Bht, Sodium Citrate, Parfum / Fragrance."
Specifique Divalent Purifying Clay Shampoo for Oily Hair, Kérastase,"Kaolin Clay, Amino Acid, Aqua/Water/Eau, Sodium Laureth Sulfate, Glycerin, Kaolin, Cocamidopropyl Betaine, Montmorillonite, Sodium Citrate, Hexylene Glycol, Citric Acid, Acrylates Copolymer, Sodium Hydroxide, Sodium Chloride, Sodium Benzoate, Caprylyl Glycol, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Menthol, Polyquaternium-10, Salicylic Acid, Linalool, Capryloyl Glycine, Limonene, Geraniol, Citronellol, Alpha-Isomethyl Ionone, Charcoal Powder, CI 19140/Yellow 5, CI 42090/Blue 1, Polyglycerin-10, Polyglyceryl-10 Myristate, Polyglyceryl-10 Stearate, Sodium Dehydroacetate, Parfum/Fragrance."
Curl Manifesto Nourishing Scalp & Hair Oil, Kérastase," Manuka Honey,  Ceramides, Helianthus Annuus Seed Oil/Sunflower Seed Oil, Isopropyl Myristate, Olea Europaea Fruit Oil/Olive Fruit Oil, Octyldodecanol, Simmondsia Chinensis Seed Oil/Jojoba Seed Oil, Cocos Nucifera Oil/Coconut Oil, Parfum/Fragrance, Benzyl Salicylate, Linalool, Benzyl Alcohol, Glycerin, Tocopherol, Aqua/Water/Eau, Mel Extract/Honey Extract, 2-Oleamido-1,3-Octadecanediol, Glycine Soja Oil/Soybean Oil, Citric Acid."
VIP Strong Hold Texturizing Hair Spray, Kérastase,"Dimethicone, Dimethiconol, Hydrofluorocarbon 152a, Alcohol Denat, Butane, Calcium Carbonate, Polyvinylcaprolactam, Disteardimonium Hectorite, Dimethicone, Fragrance, Dimethiconol, Benzyl Salicylate, Limonene, Benzyl Alcohol, Linalool, Citronellol, Geraniol, Hexyl Cinnamal, Hydroxycitronellal, Alpha-Isomethyl Ionone."
Nutritive Mask for Dry Thick Hair, Kérastase,"Glucose, Lipids, Iris Rhizome Extract, Water, Cetearyl Alcohol, Behentrimonium Chloride, Glycerin, Amodimethicone, Cetyl Esters, Isopropyl Alcohol, Methylparaben, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Trideceth-6, Glyceryl Linoleate, Chlorhexidine Digluconate, Helianthus Annuus Seed Oil / Sunflower Seed Oil, Glyceryl Oleate, Cetrimonium Chloride, Linalool, Benzyl Alcohol, Hydroxycitronellal, Hexyl Cinnamal, Citronellol, Alpha-Isomethyl Ionone, Geraniol, Coumarin, Phenoxyethanol, Safflower Glucoside, Iris Florentina / Iris Florentina Root Extract, Glyceryl Linolenate, Fragrance."
Mini Blond Absolu Heat Protecting Leave-In Treatment for Blonde Hair, Kérastase,"Hyaluronic Acid, Edelweiss Flower, Water, Cetyl Alcohol, Cetearyl Alcohol, Cetyl Esters, Amodimethicone, Behentrimonium Methosulfate, Phenoxyethanol, Quaternium-33, Tocopherol, Behentrimonium Chloride, Trideceth-6, Limonene, Isopropyl Alcohol, Cetrimonium Chloride, Glycerin, Citric Acid, Sodium Hyaluronate, Serine, Ethylhexyl Salicylate, Linalool, Sodium Hydroxide, Ci 60730 / Ext. Violet 2, Citronellol, Leontopodium Alpinum Flower/Leaf Extract, Malva Sylvestris Flower Extract / Mallow Flower Extract, Sodium Benzoate, Potassium Sorbate, Fragrance."
Mini Blond Absolu Strengthening Hair Oil for Very Damaged Blonde Hair, Kérastase,"EdelweissInOil, Cyclopentasiloxane, Dimethiconol, Parfum / Fragrance, Limonene, Helianthus Annuus Seed Oil / Sunflower Seed Oil, Linalool, Citronellol, Tocopherol, Leontopodium Alpinum Flower/Leaf Extract."
Densifique Thickening Mask for Thinning Hair, Kérastase,"Hyaluronic Acid, Ceramides, GlucoPeptide, Water, Sodium Laureth Sulfate, Coco-Glucoside, Sodium Chloride, Glycerin, Glycol Distearate, Cocamide Mipa, Ppg-5-Ceteth-20, Sodium Benzoate, Carbomer, Salicylic Acid, Polysilicone-8, Hexyl Cinnamal, Arginine, Glutamic Acid, Polyquaternium-16, Linalool, Citronellol, Serine, Alpha-Isomethyl Ionone, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Isopropanolamine, Aminomethyl Propanol, Sodium Hyaluronate, 2-Oleamido-1,3-Octadecanediol, Safflower Glucoside, Geraniol, Sodium Hydroxide, Citric Acid, Fragrance."
Discipline Smoothing Hair Mask for Frizzy Hair, Kérastase,"MorphoKératine™ Complex, Softening Agents, Lipid Agents, Water, Cetearyl Alcohol, Behentrimonium Chloride, Cetyl Esters, Phenoxyethanol, Amodimethicone, Isopropyl Alcohol, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Glyceryl Linoleate, Citric Acid, Chlorhexidine Digluconate, Trideceth-6, Glyceryl Oleate, Linalool, Benzyl Alcohol, Hydroxycitronellal, Hexyl Clnnamal, Cltronellol, Alpha-Isomethyl Ionone, Geraniol, Coumarin, Safflower Glucoside, Cetrimonium Chloride, Iris Florentina / Iris Florentina Root Extract, Glyceryl Linolenate, Fragrance."
Discipline Oleo-Relax Anti-Frizz Hair Mask, Kérastase,"Virgin Coconut Oil, Shorea Butter, Rosa Canina Fruit Oil, Aqua / Water, Stearyl Alcohol, Dimethicone, Behentrimonium Chloride, Glycerin, Amodimethicone, Cetyl Esters, Isopropyl Alcohol, Paraffinum Liquidum / Mineral Oil, Cetrimonium Chloride, Caprylyl Glycol, Trideceth-15, Trideceth-3, Benzyl Salicylate, Chlorhexidine Digluconate, Benzyl Alcohol, Citronellol, Linalool, Phenoxyethanol, Geraniol, Citric Acid, Acetic Acid, Cocos Nucifera Oil / Coconut Oil, Plukenetia Volubilis Seed Oil, Caprylic/Capric Glycerides, Rosa Canina Flower Extract, Tocopherol, Parfum / Fragrance."
Mini L'incroyable Blow-Dry Reshapable Lotion , Kérastase,"S.R.S.® Microwax Technology, Water, Dimethicone, Cetearyl Alcohol, Cera Alba/Beeswax, Phenyl Trimethicone, Amodimethicone, Polyquaternium-37, Vinylamine/Vinylformamide Copolymer, Dimethiconol, Phenoxyethanol, Trideceth-5, Propylene Glycol Dicaprylate/Dicaprate, Teareth-20, Cetyl Hydroxyethylcellulose, Glycerin, Peg-30 Glyceryl Stearate, Copernicia Cerifera Cera/Carnauba Wax, Hydrogenated Styrene/Butadiene Copolymer, Trideceth-10, Ppg-1 Trideceth-6, Alcohol Denat., Mica, Chlorhexidine Digluconate, Benzyl Salicylate, Ci 77891/Titanium Dioxide, Limonene, Benzyl Alcohol, Linalool, Acetic Acid, Citronellol, Geraniol, Hexyl Cinnamal, Caramel, Hydroxycitronellal, Ci 77491/Iron Oxides, Alpha-Isomethyl Ionone, Fragrance."
Curl Manifesto Nourishing Mask for Curly Hair, Kérastase,"Manuka Honey, Ceramides, Aqua/Water/Eau, Cetearyl Alcohol, Behentrimonium Chloride, Glycerin, Amodimethicone, Cetyl Esters, Potato Starch Modified, Parfum/Fragrance, Isopropyl Alcohol, Phenoxyethanol, Methylparaben, Benzyl Salicylate, Mica, Linalool, Trideceth-6, Benzyl Alcohol, Mel Extract/Honey Extract, Ci 77891/Titanium Dioxide, Chlorhexidine Dihydrochloride, Cetrimonium Chloride, 2-Oleamido-1,3-Octadecanediol, Sodium Hydroxide, Citric Acid."
Mini Fresh Affair Fine Fragrance & Oil-Absorbing Dry Shampoo, Kérastase,"Vitamin E, Rice Starch, Neroli, Butane, Alcohol Denat., Propane, Aluminum Starch Octenylsuccinate, Oryza Sativa Starch/Rice Starch, Diisopropyl Adipate, Disteardimonium Hectorite, Limonene, Linalool, Tocopheryl Acetate, Ascorbyl Palmitate, Butylene Glycol, Helianthus Annuus Seed Extract/Sunflower Seed Extract, Citral, Hydroxycitronellal, Geraniol, Parfum/Fragrance."
